source,id,ppc,state,description,detailUrl,imageUrls,thumbnailUrl,type,offerType,condition,developer,project,number,ownership,energyClass,locality,disposition,roomCount,area,areaType,floorArea,usableArea,livingArea,totalArea,floor,gps,address,price,priceType,currency,balconyArea,loggiaArea,terraceArea,gardenArea,cellar,parking
pricelists,6166ea7455f629fe07fb7c40,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/D-4-01,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,D.4.01,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],57.0,TOTAL,None,None,None,57.0,4,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4550000,total,CZK,12.6,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c42,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/D-4-02,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,D.4.02,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,4,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5900000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c44,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-1-01,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.1.01,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],48.0,TOTAL,None,None,None,48.0,1,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4250000,total,CZK,4.0,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c46,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/D-4-03,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,D.4.03,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,4,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5900000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c48,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-1-02,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.1.02,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],44.0,TOTAL,None,None,None,44.0,1,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4100000,total,CZK,4.0,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c4a,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-1-03,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.1.03,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],50.0,TOTAL,None,None,None,50.0,1,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4250000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c4c,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-1-04,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.1.04,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],50.0,TOTAL,None,None,None,50.0,1,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4250000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c4e,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-2-01,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.2.01,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],57.0,TOTAL,None,None,None,57.0,2,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4350000,total,CZK,12.6,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c50,None,RESERVED,None,https://berounska-zahrada.cz/cs/byty/,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.2.02,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,2,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5500000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c52,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-2-03,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.2.03,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,2,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5500000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c54,None,RESERVED,None,https://berounska-zahrada.cz/cs/byty/,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.3.01,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['2 + kk'],[2],57.0,TOTAL,None,None,None,57.0,3,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},4450000,total,CZK,12.6,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c56,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-3-02,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.3.02,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,3,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5700000,total,CZK,10.5,None,None,None,None,None
pricelists,6166ea7455f629fe07fb7c58,None,FREE,None,https://berounska-zahrada.cz/cs/byty/detail/E-3-03,['https://berounska-zahrada.cz/themes/bz/images/galerie-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/galerie-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-01.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-07.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-02.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-03.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-04.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-05.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-06.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-09.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-10.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-11.jpg'; 'https://berounska-zahrada.cz/themes/bz/images/foto-12.jpg'],https://img.flatzone.cz/e01f0681ed5b3e08/350x200,FLAT,SALE,UNDER_CONSTRUCTION,Beroun Centrum; s.r.o.,Berounská zahrada,E.3.03,PRIVATE,B,ul.Na Dražkách; 266 01 Beroun,['3 + kk'],[3],75.0,TOTAL,None,None,None,75.0,3,{'lat': 49.9588256; 'lon': 14.0631653},{'address': 'Beroun-Město; Beroun; Beroun'; 'country': 'Česko'; 'region': 'Středočeský kraj'; 'district': 'Beroun'; 'city': 'Beroun'; 'borough': None; 'neighborhood': 'Beroun-Město'; 'street': None; 'houseNumber': None},5700000,total,CZK,10.5,None,None,None,None,None
